Name,Prev. Season,Position,Service Time,Salary,G_x,PA_x,H_x,AVG_x,1B_x,2B_x,3B_x,HR_x,BB%_x,K%_x,BB/K_x,BABIP_x,wOBA_x,wRAA_x,wRC_x,RE24_x,O-Swing%_x,Z-Swing%_x,Swing%_x,O-Contact%_x,Z-Contact%_x,Contact%_x,SwStr%_x,EV_x,LA_x,HardHit%_x,Barrel%_x,OPS_x,SB_run,CS_run,UBR_x,Inn_x,E_x,DRS_x,UZR_x,RAA_x,FRM_x,SB_def,CS_def,G_y,PA_y,H_y,AVG_y,1B_y,2B_y,3B_y,HR_y,BB%_y,K%_y,BB/K_y,BABIP_y,wOBA_y,wRAA_y,wRC_y,RE24_y,O-Swing%_y,Z-Swing%_y,Swing%_y,O-Contact%_y,Z-Contact%_y,Contact%_y,SwStr%_y,EV_y,LA_y,HardHit%_y,Barrel%_y,OPS_y,SB_run,CS_run,UBR_y,Inn_y,E_y,DRS_y,UZR_y,RAA_y,FRM_y,SB_def,CS_def,Inn,E,DRS,UZR,RAA,FRM,SB_def,CS_def
Tuffy Gosewisch,2016,C,2,635000,33.0,99.0,14.0,0.156,9.0,1.0,1.0,3.0,0,0,0.32,0.169,0.228,-7.4,4.0,-7.78,0,0,0,0,0,0,0,87.2,13.5,0,0,0.513,0.0,0.0,0.3,234.0,1.0,-3.0,0.0,0.0,-2.8,12.0,4.0,33.0,99.0,14.0,0.156,9.0,1.0,1.0,3.0,7.1,22.2,0.32,0.169,0.228,-7.4,4.0,-7.78,34.1,61.2,46.0,72.2,88.1,81.5,8.5,87.2,13.5,26.1,2.9,0.513,0.0,0.0,0.3,234.0,1.0,-3.0,0.0,0.0,-2.8,12.0,4.0,234.0,1.0,-3.0,0.0,0.0,-2.8,12.0,4.0
Wilmer Flores,2016,3B,3,2200000,103.0,335.0,82.0,0.267,52.0,14.0,0.0,16.0,0,0,0.48,0.268,0.336,5.0,44.0,8.2,0,0,0,0,0,0,0,86.5,18.5,0,0,0.788,1.0,1.0,-4.7,700.5,10.0,-9.0,-1.5999999999999999,-4.0,0.0,0.0,0.0,103.0,335.0,82.0,0.267,52.0,14.0,0.0,16.0,6.9,14.3,0.48,0.268,0.336,5.0,44.0,8.2,29.6,72.3,48.7,77.7,87.8,84.4,7.6,86.5,18.5,28.6,3.8,0.788,1.0,1.0,-4.7,700.5,10.0,-9.0,-1.5999999999999999,-4.0,0.0,0.0,0.0,700.5,10.0,-9.0,-1.5999999999999999,-4.0,0.0,0.0,0.0
Xander Bogaerts,2016,SS,3,4500000,157.0,719.0,192.0,0.294,136.0,34.0,1.0,21.0,0,0,0.47,0.335,0.348,17.5,102.0,13.93,0,0,0,0,0,0,0,89.0,11.0,0,0,0.802,13.0,4.0,3.8,1378.67,12.0,-10.0,-2.4,-12.0,0.0,0.0,0.0,157.0,719.0,192.0,0.294,136.0,34.0,1.0,21.0,8.1,17.1,0.47,0.335,0.348,17.5,102.0,13.93,33.8,59.1,45.3,68.4,90.7,81.7,8.3,89.0,11.0,33.5,5.1,0.802,13.0,4.0,3.8,1378.67,12.0,-10.0,-2.4,-12.0,0.0,0.0,0.0,1378.67,12.0,-10.0,-2.4,-12.0,0.0,0.0,0.0
Yasmani Grandal,2016,C,4,5500000,126.0,457.0,89.0,0.228,47.0,14.0,1.0,27.0,0,0,0.55,0.25,0.35,12.0,66.0,12.77,0,0,0,0,0,0,0,91.3,12.2,0,0,0.816,1.0,3.0,-3.4,973.33,5.0,17.0,0.2,0.0,28.8,59.0,24.0,126.0,457.0,89.0,0.228,47.0,14.0,1.0,27.0,14.0,25.4,0.55,0.25,0.35,12.0,66.0,12.77,23.3,62.3,39.1,55.5,84.5,74.3,10.0,91.3,12.2,44.7,12.4,0.816,1.0,3.0,-3.4,973.33,5.0,17.0,0.2,0.0,28.8,59.0,24.0,973.33,5.0,17.0,0.2,0.0,28.8,59.0,24.0
Yonder Alonso,2016,1B,5,4000000,156.0,532.0,122.0,0.253,81.0,34.0,0.0,7.0,0,0,0.61,0.284,0.299,-8.5,54.0,-2.64,0,0,0,0,0,0,0,88.6,11.2,0,0,0.683,3.0,1.0,-1.5,1174.33,5.0,-4.0,0.8,1.0,0.0,0.0,0.0,156.0,532.0,122.0,0.253,81.0,34.0,0.0,7.0,8.5,13.9,0.61,0.284,0.299,-8.5,54.0,-2.64,27.3,70.6,46.4,65.9,92.8,83.9,7.4,88.6,11.2,37.1,3.6,0.683,3.0,1.0,-1.5,1174.33,5.0,-4.0,0.8,1.0,0.0,0.0,0.0,1174.33,5.0,-4.0,0.8,1.0,0.0,0.0,0.0
Zack Cozart,2016,SS,5,5325000,121.0,508.0,117.0,0.252,71.0,28.0,2.0,16.0,0,0,0.44,0.274,0.312,-2.4,57.0,-5.82,0,0,0,0,0,0,0,86.2,15.5,0,0,0.732,4.0,1.0,0.3,966.67,10.0,9.0,4.9,-9.0,0.0,0.0,0.0,121.0,508.0,117.0,0.252,71.0,28.0,2.0,16.0,7.3,16.5,0.44,0.274,0.312,-2.4,57.0,-5.82,28.9,66.4,47.0,65.1,91.6,83.2,7.9,86.2,15.5,27.8,2.3,0.732,4.0,1.0,0.3,966.67,10.0,9.0,4.9,-9.0,0.0,0.0,0.0,966.67,10.0,9.0,4.9,-9.0,0.0,0.0,0.0
A.J. Pollock,2017,CF,5,7750000,112.0,466.0,113.0,0.266,60.0,33.0,6.0,14.0,0,0,0.49,0.291,0.34,7.6,64.0,4.96,0,0,0,0,0,0,0,88.0,8.5,0,0,0.801,20.0,6.0,0.4,873.33,1.0,6.0,1.3,1.0,0.0,0.0,0.0,112.0,466.0,113.0,0.266,60.0,33.0,6.0,14.0,7.5,15.2,0.49,0.291,0.34,7.6,64.0,4.96,27.0,60.4,42.3,66.1,92.7,83.6,7.0,88.0,8.5,38.4,5.4,0.801,20.0,6.0,0.4,873.33,1.0,6.0,1.3,1.0,0.0,0.0,0.0,873.33,1.0,6.0,1.3,1.0,0.0,0.0,0.0
Jake Lamb,2017,3B,3,4275000,149.0,635.0,133.0,0.248,69.0,30.0,4.0,30.0,0,0,0.57,0.287,0.353,17.1,94.0,22.4,0,0,0,0,0,0,0,88.3,12.2,0,0,0.844,6.0,4.0,2.0,1264.0,14.0,-8.0,-7.5,-5.0,0.0,0.0,0.0,149.0,635.0,133.0,0.248,69.0,30.0,4.0,30.0,13.7,23.9,0.57,0.287,0.353,17.1,94.0,22.4,22.4,61.8,39.8,58.6,86.6,77.8,8.8,88.3,12.2,37.5,8.0,0.844,6.0,4.0,2.0,1264.0,14.0,-8.0,-7.5,-5.0,0.0,0.0,0.0,1264.0,14.0,-8.0,-7.5,-5.0,0.0,0.0,0.0
Chris Owings,2017,SS,4,3400000,97.0,386.0,97.0,0.268,59.0,25.0,1.0,12.0,0,0,0.2,0.318,0.313,-2.4,45.0,4.03,0,0,0,0,0,0,0,86.6,12.4,0,0,0.741,12.0,2.0,-0.7,773.5999999999999,14.0,-1.0,-5.4,-5.0,0.0,0.0,0.0,97.0,386.0,97.0,0.268,59.0,25.0,1.0,12.0,4.4,22.5,0.2,0.318,0.313,-2.4,45.0,4.03,40.4,74.0,55.5,61.5,89.9,78.5,11.9,86.6,12.4,28.8,2.1,0.741,12.0,2.0,-0.7,773.5999999999999,14.0,-1.0,-5.4,-5.0,0.0,0.0,0.0,773.5999999999999,14.0,-1.0,-5.4,-5.0,0.0,0.0,0.0
David Peralta,2017,RF,3,3300000,140.0,577.0,154.0,0.293,106.0,31.0,3.0,14.0,0,0,0.46,0.333,0.342,10.2,81.0,7.29,0,0,0,0,0,0,0,88.1,4.0,0,0,0.796,8.0,4.0,0.8,1068.67,4.0,4.0,1.4000000000000001,0.0,0.0,0.0,0.0,140.0,577.0,154.0,0.293,106.0,31.0,3.0,14.0,7.5,16.3,0.46,0.333,0.342,10.2,81.0,7.29,31.8,70.7,48.6,65.3,89.3,80.3,9.6,88.1,4.0,35.5,3.2,0.796,8.0,4.0,0.8,1068.67,4.0,4.0,1.4000000000000001,0.0,0.0,0.0,0.0,1068.67,4.0,4.0,1.4000000000000001,0.0,0.0,0.0,0.0
Chris Herrmann,2017,C,4,1300000,106.0,256.0,41.0,0.181,24.0,7.0,0.0,10.0,0,0,0.43,0.207,0.272,-10.6,21.0,-5.1,0,0,0,0,0,0,0,89.1,10.3,0,0,0.619,5.0,0.0,0.4,492.67,2.0,-7.0,-3.4,-1.0,-3.7,25.0,10.0,106.0,256.0,41.0,0.181,24.0,7.0,0.0,10.0,11.3,26.2,0.43,0.207,0.272,-10.6,21.0,-5.1,23.9,66.8,43.5,57.4,81.7,74.5,11.1,89.1,10.3,37.5,6.9,0.619,5.0,0.0,0.4,492.67,2.0,-7.0,-3.4,-1.0,-3.7,25.0,10.0,492.67,2.0,-7.0,-3.4,-1.0,-3.7,25.0,10.0
Nick Ahmed,2017,SS,3,1275000,53.0,178.0,42.0,0.251,27.0,8.0,1.0,6.0,0,0,0.26,0.295,0.3,-3.1,19.0,-8.7,0,0,0,0,0,0,0,84.7,9.9,0,0,0.717,3.0,4.0,1.1,381.67,5.0,6.0,-0.1,7.0,0.0,0.0,0.0,53.0,178.0,42.0,0.251,27.0,8.0,1.0,6.0,5.6,21.9,0.26,0.295,0.3,-3.1,19.0,-8.7,36.8,68.9,52.2,52.5,85.9,73.6,13.8,84.7,9.9,25.0,1.6,0.717,3.0,4.0,1.1,381.67,5.0,6.0,-0.1,7.0,0.0,0.0,0.0,381.67,5.0,6.0,-0.1,7.0,0.0,0.0,0.0
Matt Adams,2017,1B,5,4000000,131.0,367.0,93.0,0.274,50.0,22.0,1.0,20.0,0,0,0.26,0.311,0.346,7.8,53.0,12.46,0,0,0,0,0,0,0,88.9,15.9,0,0,0.841,0.0,0.0,0.3,644.33,7.0,-6.0,-0.30000000000000004,-7.0,0.0,0.0,0.0,131.0,367.0,93.0,0.274,50.0,22.0,1.0,20.0,6.3,24.0,0.26,0.311,0.346,7.8,53.0,12.46,40.7,73.2,53.9,60.2,82.2,72.4,14.9,88.9,15.9,40.0,10.6,0.841,0.0,0.0,0.3,644.33,7.0,-6.0,-0.30000000000000004,-7.0,0.0,0.0,0.0,644.33,7.0,-6.0,-0.30000000000000004,-7.0,0.0,0.0,0.0
Manny Machado,2017,3B,5,16000000,156.0,690.0,163.0,0.259,96.0,33.0,1.0,33.0,0,0,0.43,0.265,0.328,3.9,88.0,5.26,0,0,0,0,0,0,0,91.3,13.6,0,0,0.782,9.0,4.0,-3.7,1370.0,14.0,9.0,2.3,-5.0,0.0,0.0,0.0,156.0,690.0,163.0,0.259,96.0,33.0,1.0,33.0,7.2,16.7,0.43,0.265,0.328,3.9,88.0,5.26,32.7,71.2,48.9,67.4,87.3,79.6,10.0,91.3,13.6,47.5,9.4,0.782,9.0,4.0,-3.7,1370.0,14.0,9.0,2.3,-5.0,0.0,0.0,0.0,1370.0,14.0,9.0,2.3,-5.0,0.0,0.0,0.0
Jonathan Schoop,2017,2B,4,8500000,160.0,675.0,182.0,0.293,115.0,35.0,0.0,32.0,0,0,0.25,0.33,0.355,19.3,102.0,17.17,0,0,0,0,0,0,0,87.6,13.0,0,0,0.841,1.0,0.0,0.2,1404.0,15.0,14.0,-3.1,5.0,0.0,0.0,0.0,160.0,675.0,182.0,0.293,115.0,35.0,0.0,32.0,5.2,21.0,0.25,0.33,0.355,19.3,102.0,17.17,37.1,74.0,52.4,59.0,83.9,73.6,13.8,87.6,13.0,36.1,6.8,0.841,1.0,0.0,0.2,1404.0,15.0,14.0,-3.1,5.0,0.0,0.0,0.0,1404.0,15.0,14.0,-3.1,5.0,0.0,0.0,0.0
Tim Beckham,2017,2B,3,3350000,137.0,575.0,148.0,0.278,103.0,18.0,5.0,22.0,0,0,0.22,0.365,0.334,6.3,76.0,7.31,0,0,0,0,0,0,0,88.5,8.6,0,0,0.782,6.0,5.0,1.5,1189.33,20.0,-9.0,2.1,-2.0,0.0,0.0,0.0,137.0,575.0,148.0,0.278,103.0,18.0,5.0,22.0,6.3,29.0,0.22,0.365,0.334,6.3,76.0,7.31,33.8,70.7,50.4,53.1,80.4,70.3,15.0,88.5,8.6,39.7,8.2,0.782,6.0,5.0,1.5,1189.33,20.0,-9.0,2.1,-2.0,0.0,0.0,0.0,1189.33,20.0,-9.0,2.1,-2.0,0.0,0.0,0.0
Caleb Joseph,2017,C,3,1250000,89.0,266.0,65.0,0.256,42.0,14.0,1.0,8.0,0,0,0.14,0.328,0.299,-5.0,27.0,-10.16,0,0,0,0,0,0,0,84.4,10.0,0,0,0.7,0.0,0.0,0.1,630.67,3.0,10.0,-0.8,-1.0,6.6,45.0,10.0,89.0,266.0,65.0,0.256,42.0,14.0,1.0,8.0,3.8,27.1,0.14,0.328,0.299,-5.0,27.0,-10.16,34.1,66.7,49.4,65.6,82.6,76.4,11.7,84.4,10.0,30.1,4.9,0.7,0.0,0.0,0.1,630.67,3.0,10.0,-0.8,-1.0,6.6,45.0,10.0,630.67,3.0,10.0,-0.8,-1.0,6.6,45.0,10.0
Mookie Betts,2017,RF,3,10500000,153.0,712.0,166.0,0.264,94.0,46.0,2.0,24.0,0,0,0.97,0.268,0.339,10.8,98.0,27.01,0,0,0,0,0,0,0,88.4,14.3,0,0,0.803,26.0,3.0,4.1,1389.33,5.0,30.0,21.5,15.0,0.0,0.0,0.0,153.0,712.0,166.0,0.264,94.0,46.0,2.0,24.0,10.8,11.1,0.97,0.268,0.339,10.8,98.0,27.01,22.0,53.8,36.0,72.6,92.7,85.8,5.1,88.4,14.3,37.7,4.2,0.803,26.0,3.0,4.1,1389.33,5.0,30.0,21.5,15.0,0.0,0.0,0.0,1389.33,5.0,30.0,21.5,15.0,0.0,0.0,0.0
Xander Bogaerts,2017,SS,4,7050000,148.0,635.0,156.0,0.273,108.0,32.0,6.0,10.0,0,0,0.48,0.327,0.321,0.3,78.0,3.12,0,0,0,0,0,0,0,87.3,8.1,0,0,0.746,15.0,1.0,6.3,1310.33,17.0,-11.0,-0.7,1.0,0.0,0.0,0.0,148.0,635.0,156.0,0.273,108.0,32.0,6.0,10.0,8.8,18.3,0.48,0.327,0.321,0.3,78.0,3.12,32.8,53.0,41.9,67.5,89.9,80.3,8.3,87.3,8.1,31.7,0.9,0.746,15.0,1.0,6.3,1310.33,17.0,-11.0,-0.7,1.0,0.0,0.0,0.0,1310.33,17.0,-11.0,-0.7,1.0,0.0,0.0,0.0
Jackie Bradley Jr.,2017,RF,3,6100000,133.0,541.0,118.0,0.245,79.0,19.0,3.0,17.0,0,0,0.39,0.294,0.313,-3.7,62.0,2.8,0,0,0,0,0,0,0,88.3,9.5,0,0,0.726,8.0,3.0,3.4,1204.33,4.0,14.0,3.7,12.0,0.0,0.0,0.0,133.0,541.0,118.0,0.245,79.0,19.0,3.0,17.0,8.9,22.9,0.39,0.294,0.313,-3.7,62.0,2.8,30.0,67.9,47.1,60.7,78.7,72.4,13.0,88.3,9.5,39.7,6.9,0.726,8.0,3.0,3.4,1204.33,4.0,14.0,3.7,12.0,0.0,0.0,0.0,1204.33,4.0,14.0,3.7,12.0,0.0,0.0,0.0
Sandy Leon,2017,C,3,1950000,85.0,301.0,61.0,0.225,40.0,14.0,0.0,7.0,0,0,0.34,0.28,0.279,-10.5,26.0,-3.36,0,0,0,0,0,0,0,83.7,15.2,0,0,0.644,0.0,0.0,-4.0,699.33,6.0,15.0,0.0,0.0,2.3,31.0,18.0,85.0,301.0,61.0,0.225,40.0,14.0,0.0,7.0,8.3,24.6,0.34,0.28,0.279,-10.5,26.0,-3.36,32.4,62.5,45.4,67.5,89.0,80.3,8.9,83.7,15.2,25.4,2.0,0.644,0.0,0.0,-4.0,699.33,6.0,15.0,0.0,0.0,2.3,31.0,18.0,699.33,6.0,15.0,0.0,0.0,2.3,31.0,18.0
Brock Holt,2017,3B,4,2225000,64.0,164.0,28.0,0.2,22.0,6.0,0.0,0.0,0,0,0.56,0.259,0.256,-9.0,11.0,-11.4,0,0,0,0,0,0,0,83.7,5.0,0,0,0.548,2.0,1.0,-1.9,356.33,4.0,3.0,-2.1,-1.0,0.0,0.0,0.0,64.0,164.0,28.0,0.2,22.0,6.0,0.0,0.0,11.6,20.7,0.56,0.259,0.256,-9.0,11.0,-11.4,22.3,55.2,37.4,72.1,93.4,86.6,5.0,83.7,5.0,14.8,0.0,0.548,2.0,1.0,-1.9,356.33,4.0,3.0,-2.1,-1.0,0.0,0.0,0.0,356.33,4.0,3.0,-2.1,-1.0,0.0,0.0,0.0
Christian Vazquez,2017,C,3,1425000,99.0,345.0,94.0,0.29,69.0,18.0,2.0,5.0,0,0,0.27,0.348,0.318,-0.9,41.0,-5.89,0,0,0,0,0,0,0,85.2,8.2,0,0,0.735,7.0,2.0,-1.1,773.0,8.0,10.0,0.0,0.0,10.0,29.0,21.0,99.0,345.0,94.0,0.29,69.0,18.0,2.0,5.0,4.9,18.6,0.27,0.348,0.318,-0.9,41.0,-5.89,32.2,57.5,44.2,76.0,88.7,83.8,7.1,85.2,8.2,22.6,1.9,0.735,7.0,2.0,-1.1,773.0,8.0,10.0,0.0,0.0,10.0,29.0,21.0,773.0,8.0,10.0,0.0,0.0,10.0,29.0,21.0
Kris Bryant,2017,3B,2,10850000,151.0,665.0,162.0,0.295,91.0,38.0,4.0,29.0,0,0,0.74,0.334,0.399,43.9,125.0,37.08,0,0,0,0,0,0,0,87.0,17.0,0,0,0.946,7.0,5.0,4.8,1287.67,18.0,-2.0,-0.6,2.0,0.0,0.0,0.0,151.0,665.0,162.0,0.295,91.0,38.0,4.0,29.0,14.3,19.2,0.74,0.334,0.399,43.9,125.0,37.08,28.3,68.3,45.4,64.7,85.0,77.7,10.1,87.0,17.0,37.0,8.9,0.946,7.0,5.0,4.8,1287.67,18.0,-2.0,-0.6,2.0,0.0,0.0,0.0,1287.67,18.0,-2.0,-0.6,2.0,0.0,0.0,0.0
Addison Russell,2017,SS,2,3200000,110.0,385.0,84.0,0.239,48.0,21.0,3.0,12.0,0,0,0.32,0.289,0.305,-5.2,42.0,-4.67,0,0,0,0,0,0,0,88.0,14.8,0,0,0.722,2.0,1.0,0.1,808.33,12.0,10.0,4.8,13.0,0.0,0.0,0.0,110.0,385.0,84.0,0.239,48.0,21.0,3.0,12.0,7.5,23.6,0.32,0.289,0.305,-5.2,42.0,-4.67,32.2,69.9,49.9,59.8,82.1,74.5,12.7,88.0,14.8,35.2,5.0,0.722,2.0,1.0,0.1,808.33,12.0,10.0,4.8,13.0,0.0,0.0,0.0,808.33,12.0,10.0,4.8,13.0,0.0,0.0,0.0
Tommy La Stella,2017,2B,3,950000,73.0,151.0,36.0,0.288,23.0,8.0,0.0,5.0,0,0,1.11,0.298,0.368,6.1,24.0,11.89,0,0,0,0,0,0,0,87.3,13.8,0,0,0.861,0.0,0.0,-0.2,225.29999999999998,1.0,-7.0,-2.7,-4.0,0.0,0.0,0.0,73.0,151.0,36.0,0.288,23.0,8.0,0.0,5.0,13.2,11.9,1.11,0.298,0.368,6.1,24.0,11.89,23.5,66.2,44.1,75.3,93.6,88.5,5.1,87.3,13.8,29.7,2.7,0.861,0.0,0.0,-0.2,225.29999999999998,1.0,-7.0,-2.7,-4.0,0.0,0.0,0.0,225.29999999999998,1.0,-7.0,-2.7,-4.0,0.0,0.0,0.0
Jose Abreu,2017,1B,4,13000000,156.0,675.0,189.0,0.304,107.0,43.0,6.0,33.0,0,0,0.29,0.33,0.377,32.1,114.0,32.99,0,0,0,0,0,0,0,90.6,11.1,0,0,0.906,3.0,0.0,0.3,1197.0,8.0,1.0,1.2,2.0,0.0,0.0,0.0,156.0,675.0,189.0,0.304,107.0,43.0,6.0,33.0,5.2,17.6,0.29,0.33,0.377,32.1,114.0,32.99,33.0,67.7,48.2,63.5,88.8,79.1,10.1,90.6,11.1,45.7,8.5,0.906,3.0,0.0,0.3,1197.0,8.0,1.0,1.2,2.0,0.0,0.0,0.0,1197.0,8.0,1.0,1.2,2.0,0.0,0.0,0.0
Avisail Garcia,2017,RF,4,6700000,136.0,561.0,171.0,0.33,121.0,27.0,5.0,18.0,0,0,0.3,0.392,0.375,25.7,94.0,34.16,0,0,0,0,0,0,0,90.3,7.6,0,0,0.885,5.0,3.0,3.6,1120.0,9.0,-1.0,1.2,1.0,0.0,0.0,0.0,136.0,561.0,171.0,0.33,121.0,27.0,5.0,18.0,5.9,19.8,0.3,0.392,0.375,25.7,94.0,34.16,39.8,83.4,58.9,52.9,84.2,72.4,16.3,90.3,7.6,40.7,8.6,0.885,5.0,3.0,3.6,1120.0,9.0,-1.0,1.2,1.0,0.0,0.0,0.0,1120.0,9.0,-1.0,1.2,1.0,0.0,0.0,0.0
Yolmer Sanchez,2017,2B,2,2350000,141.0,534.0,129.0,0.267,90.0,19.0,8.0,12.0,0,0,0.32,0.321,0.313,-3.6,61.0,-5.38,0,0,0,0,0,0,0,84.8,10.4,0,0,0.732,8.0,9.0,1.7,1046.33,9.0,13.0,7.4,5.0,0.0,0.0,0.0,141.0,534.0,129.0,0.267,90.0,19.0,8.0,12.0,6.6,20.8,0.32,0.321,0.313,-3.6,61.0,-5.38,34.7,67.8,49.9,66.0,85.0,77.9,11.0,84.8,10.4,24.2,2.9,0.732,8.0,9.0,1.7,1046.33,9.0,13.0,7.4,5.0,0.0,0.0,0.0,1046.33,9.0,13.0,7.4,5.0,0.0,0.0,0.0
Leury Garcia,2017,C,3,1175000,87.0,326.0,81.0,0.27,55.0,15.0,2.0,9.0,0,0,0.19,0.321,0.317,-1.1,39.0,-1.68,0,0,0,0,0,0,0,85.2,4.0,0,0,0.739,8.0,5.0,-0.5,670.3,4.0,-1.0,2.4,-2.0,0.0,0.0,0.0,87.0,326.0,81.0,0.27,55.0,15.0,2.0,9.0,4.0,21.2,0.19,0.321,0.317,-1.1,39.0,-1.68,35.2,74.9,54.4,65.3,85.6,78.8,11.5,85.2,4.0,28.4,3.0,0.739,8.0,5.0,-0.5,670.3,4.0,-1.0,2.4,-2.0,0.0,0.0,0.0,670.3,4.0,-1.0,2.4,-2.0,0.0,0.0,0.0
Scooter Gennett,2017,2B,4,5700000,141.0,497.0,136.0,0.295,84.0,22.0,3.0,27.0,0,0,0.26,0.339,0.367,19.2,80.0,32.76,0,0,0,0,0,0,0,86.4,13.2,0,0,0.874,3.0,2.0,-1.4,937.67,9.0,-12.0,-7.1,-5.0,0.0,0.0,0.0,141.0,497.0,136.0,0.295,84.0,22.0,3.0,27.0,6.0,22.9,0.26,0.339,0.367,19.2,80.0,32.76,32.1,68.6,48.8,69.0,85.9,79.9,9.8,86.4,13.2,35.2,6.0,0.874,3.0,2.0,-1.4,937.67,9.0,-12.0,-7.1,-5.0,0.0,0.0,0.0,937.67,9.0,-12.0,-7.1,-5.0,0.0,0.0,0.0
Billy Hamilton,2017,CF,4,4600000,139.0,633.0,144.0,0.247,112.0,17.0,11.0,4.0,0,0,0.33,0.313,0.278,-22.9,54.0,-24.91,0,0,0,0,0,0,0,80.5,10.2,0,0,0.634,59.0,13.0,3.0,1175.33,3.0,13.0,8.7,11.0,0.0,0.0,0.0,139.0,633.0,144.0,0.247,112.0,17.0,11.0,4.0,7.0,21.0,0.33,0.313,0.278,-22.9,54.0,-24.91,29.9,63.3,45.3,71.4,88.8,82.6,7.9,80.5,10.2,11.2,0.2,0.634,59.0,13.0,3.0,1175.33,3.0,13.0,8.7,11.0,0.0,0.0,0.0,1175.33,3.0,13.0,8.7,11.0,0.0,0.0,0.0
Eugenio Suarez,2017,3B,3,3750000,156.0,632.0,139.0,0.26,86.0,25.0,2.0,26.0,0,0,0.57,0.309,0.356,18.9,96.0,18.79,0,0,0,0,0,0,0,86.1,14.7,0,0,0.828,4.0,5.0,1.3,1305.33,9.0,4.0,4.7,3.0,0.0,0.0,0.0,156.0,632.0,139.0,0.26,86.0,25.0,2.0,26.0,13.3,23.3,0.57,0.309,0.356,18.9,96.0,18.79,24.2,65.5,42.1,58.4,86.4,77.3,9.6,86.1,14.7,31.9,6.4,0.828,4.0,5.0,1.3,1305.33,9.0,4.0,4.7,3.0,0.0,0.0,0.0,1305.33,9.0,4.0,4.7,3.0,0.0,0.0,0.0
Lonnie Chisenhall,2017,RF,5,5587500,82.0,270.0,68.0,0.288,38.0,17.0,1.0,12.0,0,0,0.45,0.326,0.369,10.9,44.0,11.44,0,0,0,0,0,0,0,86.3,16.6,0,0,0.881,2.0,2.0,0.2,548.3,0.0,-2.0,-2.9000000000000004,0.0,0.0,0.0,0.0,82.0,270.0,68.0,0.288,38.0,17.0,1.0,12.0,9.3,20.4,0.45,0.326,0.369,10.9,44.0,11.44,33.7,72.1,50.3,69.8,85.3,79.4,10.4,86.3,16.6,36.9,10.2,0.881,2.0,2.0,0.2,548.3,0.0,-2.0,-2.9000000000000004,0.0,0.0,0.0,0.0,548.3,0.0,-2.0,-2.9000000000000004,0.0,0.0,0.0,0.0
Charlie Blackmon,2017,CF,5,14000000,159.0,725.0,213.0,0.331,127.0,35.0,14.0,37.0,0,0,0.48,0.371,0.414,57.2,146.0,53.23,0,0,0,0,0,0,0,87.3,13.4,0,0,1.0,14.0,10.0,3.0,1366.33,4.0,-8.0,-0.9,-5.0,0.0,0.0,0.0,159.0,725.0,213.0,0.331,127.0,35.0,14.0,37.0,9.0,18.6,0.48,0.371,0.414,57.2,146.0,53.23,30.2,64.7,46.3,70.0,90.1,83.1,7.8,87.3,13.4,36.1,7.6,1.0,14.0,10.0,3.0,1366.33,4.0,-8.0,-0.9,-5.0,0.0,0.0,0.0,1366.33,4.0,-8.0,-0.9,-5.0,0.0,0.0,0.0
DJ LeMahieu,2017,2B,5,8500000,155.0,682.0,189.0,0.31,149.0,28.0,4.0,8.0,0,0,0.66,0.351,0.342,12.0,95.0,-3.82,0,0,0,0,0,0,0,89.2,3.3,0,0,0.783,6.0,5.0,0.2,1302.0,8.0,14.0,4.4,15.0,0.0,0.0,0.0,155.0,682.0,189.0,0.31,149.0,28.0,4.0,8.0,8.7,13.2,0.66,0.351,0.342,12.0,95.0,-3.82,23.8,59.3,41.3,79.9,93.5,89.5,4.3,89.2,3.3,41.2,1.5,0.783,6.0,5.0,0.2,1302.0,8.0,14.0,4.4,15.0,0.0,0.0,0.0,1302.0,8.0,14.0,4.4,15.0,0.0,0.0,0.0
Nick Castellanos,2017,3B,4,6050000,157.0,665.0,167.0,0.272,95.0,36.0,10.0,26.0,0,0,0.29,0.313,0.341,11.2,92.0,22.11,0,0,0,0,0,0,0,89.1,14.2,0,0,0.811,4.0,5.0,0.0,1271.33,19.0,-28.0,-15.3,-11.0,0.0,0.0,0.0,157.0,665.0,167.0,0.272,95.0,36.0,10.0,26.0,6.2,21.4,0.29,0.313,0.341,11.2,92.0,22.11,34.6,73.2,51.2,59.2,83.9,74.3,13.1,89.1,14.2,41.7,9.2,0.811,4.0,5.0,0.0,1271.33,19.0,-28.0,-15.3,-11.0,0.0,0.0,0.0,1271.33,19.0,-28.0,-15.3,-11.0,0.0,0.0,0.0
Jose Iglesias,2017,SS,5,6275000,130.0,489.0,118.0,0.255,78.0,33.0,1.0,6.0,0,0,0.32,0.285,0.283,-15.5,44.0,-13.52,0,0,0,0,0,0,0,82.9,8.7,0,0,0.657,7.0,4.0,1.9,1116.33,7.0,-5.0,8.7,4.0,0.0,0.0,0.0,130.0,489.0,118.0,0.255,78.0,33.0,1.0,6.0,4.3,13.3,0.32,0.285,0.283,-15.5,44.0,-13.52,36.4,56.9,46.3,73.9,94.2,86.0,6.5,82.9,8.7,21.1,1.0,0.657,7.0,4.0,1.9,1116.33,7.0,-5.0,8.7,4.0,0.0,0.0,0.0,1116.33,7.0,-5.0,8.7,4.0,0.0,0.0,0.0
